Product Name,Current Price,Reviewer,Rating,Comment,Time Used
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),21490000.0,Bùi Mạnh Cường,4,dùng cũng ok,1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),21490000.0,Em Hiếu,5,hang chat luong cao,1 tháng
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),21490000.0,Hải Thịnh,4,Tôi thấy với giá này con này rất hợp lý với giá cả sinh viên,1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),21490000.0,Gia Huân,3,Tốt,3 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.003),21490000.0,Châu Minh Tâm,5,Tốt,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Nguyễn Thành Luân,2,Tôi moi mua máy dc 13 ngay gio mất wi Co dc doi moi Ko,2 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Tuyết,5,máy oki ạ pin miễn k nghe nhạc ánh sáng tầm 40 e sài được khoảng 45 tiếng,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Lương Thế Vinh,3,Máy tạm ổn. pin nhanh hết,1 ngày
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Công Ty Tnhh Nosu - Biotech,5,Sản phẩm tốt.,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Thương,5,Tốt,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Anh Long,5,Rất tốt,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,VO PHAN TOAN,4,Tốt,3 ngày
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Ngô mỹ,4,Tốt,5 tháng
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Hiếu Trần,4,Tốt,1 tuần
Laptop Acer Aspire 3 A315 59 5283 i5 1235U/8GB/512GB/Win11 (NX.K6TSV.00B),12990000.0,Thuý Kiều,4,Tốt,2 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),16173535.108958839,Nguyễn Minh Trí,3,Tốt,1 tuần
Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002),18990000.0,Đăng Chức,4,Cho em hỏi làm thế nào để keyboard brightness bật liên tục mà không tự tắt ạ. Em cảm ơn,9 tháng
Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002),18990000.0,Hiếu,5,Sp sử dụng rất ok nhé mn,1 tuần
Laptop Acer Gaming Aspire 7 A715 76G 5806 i5 12450H/16GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QMFSV.002),18990000.0,Thanh Hùng,5,Tốt,3 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),18990000.0,Nguyễn Thanh Tâm,4,pin tụt ác quá,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),18990000.0,Hà,4,pin nhanh tụt quá,2 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/16GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),18990000.0,Tâm,4,Máy choi game nóng qa,1 ngày
Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),12490000.0,Thống,1,"Máy RAM 16Gb, Ổ cứng SSD 512 GB rất ấn tượng, phải nói là ngon bổ rẻ, nhưng mà khuyết điểm là khi cập nhật driver intel sẽ bị lỗi microphone, không nhận được âm thanh đầu vào. Cho nên đừng update driver intel.",1 tuần
Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),12490000.0,Hồ Hoài Nam,4,"laptop msi modern này khá tốt, nhân viên thì kiên nhẫn trả lời, nhiệt tình tư vấn có tải một số ứng dụng xã hội nếu khách muốn sử dụng, máy sử dụng tốt, mở nhiều ứng dụng cùng lúc mà không giật lát, làm các tab vụ thì ổn định, chơi trò chơi tầm trung thì mược, quạt tản nhiệt thì không ồn nhiều.",6 ngày
Laptop MSI Modern 15 B12MO i5 1235U/16GB/512GB/Win11 (628VN),12490000.0,Nguyễn Trần Minh Hải,4,tạm ổn ..chỉ có điều là nhanh hết pin ..tôi muốn đổi cái khác có card rời mà mất phí nên thôi,3 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,nam,2,"GÓC CHIA SẺ TRẢI NGHIỆM DỊCH VỤ BẢO HÀNH TỆ HẠI BÊN MSI  28/7 vừa qua mình mua 1 chiếc laptop msi bravo 15 B7ED R5 bên hệ thống điện máy xanh. Mục đích mua về để chơi genshin impact và 1 vài việc nhẹ thôi nên khi nhận máy mình tải game ở chi nhánh để test, tuy nhiên tốc độ tải chậm nên mình test qua màn hình và 1 vài cái nữa rồi mang về dùng. Nhân viên bên dmx vẫn tư vấn nhiệt tình để khách hàng có giá tốt nhất.   Trong tuần đầu dùng máy rất hay có hiện tượng kết nối wifi chập chờn, nhiều lúc mất kết nối phải reset mới có lại. Loa dè, kết nối tai nghe cũng bị dè, khoảng 510 lại đơ giật màn hình dù chỉ bật vài tab chrome lướt web.  Khoảng mùng 3,4 tháng 8 mình mang qua điện máy xanh để gửi hãng bảo hành, mình tự ghi hết các lỗi gặp phải để nhân viên làm cho nhanh vì bạn ý cũng kh thạo lắm. Đến ngày 9/8 nhân viên bên dmx báo mình máy đã bảo hành xong, mình qua lấy máy về sử dụng.  Không biết bên bảo hành MSI có nhận được thông tin khách hàng bảo hành như sdt của mình kh, tuy nhiên trong 1 tuần bảo hành đó kh có nhân viên bên hãng MSI liên hệ cho mình. Máy về chỉ cài lại win, nhân viên bên đó chạy mấy phần mềm test hiệu năng xong thậm chí để nguyên vậy không xoá đi, cũng kh thông báo kết quả gì cho khách hàng là mình VÀ QUAN TRỌNG NHẤT LÀ MÁY BẢO HÀNH XONG VẪN BỊ LỖI Y NHƯ BAN ĐẦU.Sáng 10/8 mình hỏi bên dmx sdt bảo hành của hãng thì nhân viên báo số  xxxx3000911 . Gọi thì thấy hiện là FPT Services, nên mình có hỏi lại bên dmx có nhầm kh thì được thông báo là hãng MSI chỉ cho duy nhất số đó. Mình gọi số  xxxx3000911 từ lúc 8h đến 9 rưỡi sáng chi nhánh hà nội KHÔNG 1 AI NGHE, phải kết nối chi nhánh nghệ an và nhờ nhân viên trong đó liên hệ chi nhánh hà nội giúp mình, nhưng nhân viên thái độ rất tệ. Đến gần 10h mới có nhân viên chi nhánh hà nội bắt máy, mình có hỏi hôm nay kỹ thuật bên bạn đi làm kh, bán đó báo kh và mình yêu cầu THỨ 2 TUẦN TỚI LIÊN HỆ LẠI VỚI MÌNH NGAY ĐỂ GIẢI QUYẾT. TUY NHIÊN ĐẾN HÔM NAY LÀ THỨ 6 NGÀY 16/8 VẪN KHÔNG CÓ 1 NHÂN VIÊN NÀO BÊN MSI LIÊN HỆ MÌNH ĐỂ GIẢI QUYẾT. HÃNG LÀM VIỆC QUÁ VÔ TRÁCH NHIỆM.Mình có gửi kèm 1 số thông tin video, hình ảnh khi sử dụng lap msi này cho các bạn tham khảo, BUILD CỰC TỆ, ĐỂ GẦN QUẠT MÀ MÀN HÌNH GẬT GÙ HƠN PHÊ THUỐC CÁC BẠN THAM KHẢO ĐỂ TRÁNH BỊ TRƯỜNG HỢP NHƯ MÌNH",2 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Quốc Thiện,1,"Hậu chăm sóc khách hàng tệ.Lúc mua hàng rất ok tới khi máy gặp vấn đề nhắn tin cần hỗ trợ thì bơ quá bơ khách hàng.Bản thân mua sản phẩm tại TGDĐ trước giờ mà thật sự tới thời điểm hiện tại nha dù biết tùy địa điểm nhưng thật sự cách thức bán hàng đi xuống.Chắc chắn 1 điều sau chuyện này với tôi TGDĐ cũng chỉ là 1 của hàng bình thường không khác gì những cửa hàng chợ trời khác,nhiều khi những cửa hàng ngoài đó làm tốt hơn nhiều so với một hệ thống lớn cửa TGDĐ.Quá chán ,quá thất vọng.",2 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Nguyễn Xuân Hùng,5,"Sài ngon ,giá khuyến mãi tốt Sẽ giới thiệu cho bạn bè .....",1 ngày
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,nguyễn văn công,4,"máy khá ok, chỉ có tiếng quạt hơi ồn xíu, pin sài nghe nhạc khoảng hơn 3 tiếng, bàn phím có độ nảy cao, khá mượt hy vọng sẽ dùng ổn và không bị vấn đề gì.",5 ngày
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Trần Đăng Khoa,4,"máy ổn trong tầm giá, nhưng lâu lâu cũng bị lỗi win tự khởi động lại lúc mới bật máy còn lại thì dùng ok",1 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Lê Quang Hậu,5,máy ổn trong tầm giá,1 ngày
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Hoàng Trọng Nghĩa,5,"Ngon, mỗi tội tiếng quạt gió hơi to",3 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Nguyễn Đức Thành,2,dịch vụ thật sự khá chán mua có sự kiện thanh toán qua ocb được giảm 500k nhưng mà ko được giảm chỉ giảm cho 150k đã thế chả hỗ trợ chuyển dữ liệu ổ cứng gì cả cái này mình bỏ qua được trang web thì lỗi tùm lum lúc có lúc không mua cái laptop này thì mấy tiếng là có mà balo thì giục mất 5 ngày balo về thì chả gọi mặc dù nói sẽ gọi điện cho đến lúc đến mua mới té ra phải trả thêm tiền ship 100k để mua nên đành mua cái balo 50k bên cửa hàng vậy mua xong mới biết cùng giá này thì bên hãng khác còn tặng đầy đủ phụ kiện chuột ba lô nâng cấp cân màu free ngay luôn chứ ko phải giục dù chấp nhận bỏ tiền để mua cái balo cứ kêu khuyến mãi các kiểu mà mua xong cứ như bị hớ tiền nhiều hơn mà dịch vụ chán sẽ không có lần thứ hai,1 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Nguyễn Chí Thạnh,5,Tốt,4 tuần
Laptop MSI Gaming Bravo 15 B7ED R5 7535HS/16GB/512GB/4GB RX6550M/144Hz/Win11 (010VN),15990000.0,Truyền,4,Tốt,1 tuần
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,Bùi Đức Tâm,3,Tạm thôi,5 tháng
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,Lê Thuyền,3,Tạm ổn,1 tuần
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,Đức Thịnh,4,Mình dùng 3 ngày thấy ổn ạ đợi vài tháng nữa mới cảm nhận dc hết ạ.,1 tuần
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,Duyên,4,Tốt,3 tuần
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,A Trung,4,Tốt,3 tuần
Laptop MSI Modern 15 B12MO i5 1235U/8GB/512GB/Win11 (625VN),11490000.0,Hoàng Tiến Dũng,5,Tốt,1 ngày
Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),27990000.0,Đặng Quốc Huy,5,"không có nhiều kinh nghiệm xài laptop lắm nhưng theo mình thì cái này xài mượt, ổn nha",1 tháng
Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),27990000.0,Phạm Minh Triết,5,"Xài khá ổn, ngon trong tầm giá",1 tuần
Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),27990000.0,Trần Quang Minh,5,Tốt,1 ngày
Laptop MSI Gaming Katana 15 B13VFK i7 13620H/16GB/1TB/8GB RTX4060/144Hz/Balo/Win11 (676VN),27990000.0,Nguyễn Thanh Tín,4,Tốt,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,phạm hoàng nhật phong,3,sao quạt tản nhiệt của e ko chạy đc thế shop...... bật máy lên nó chạy đc 1 tí rồi nó tắt hẳn luôn,1 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Lê Tấn Thịnh,5,Cho mình hỏi máy có gắn thêm dc ổ cứng SSD sata 2.5 ko ak hay chỉ dùng dc HDD,4 tháng
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Anh Nguyễn Anh Tuấn,3,Ok,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Tân,3,"mình mới mua. Dùng thấy ok, mình thấy bạn bán cho mình hỗ trợ nhiệt tình. NHƯNG NẾU AI KHÔNG RÀNH VỀ LAPTOP NHƯ MÌNH MỌ NGƯỜI NÊN CÂN NHẮC VỀ VẤN ĐỀ KỸ THUẬT, MÌNH THẤY KỸ THUẬT VỀ LAPTOP CÁC BẠN Ở TGDD KHÔNG CHUYÊN VÀ CÒN THIẾU KINH NGHIỆM.",1 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Chị Hương,5,Máy tốt,1 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Quân,4,Máy xài ngon nghẻ nhưng chơi game thì lâu lâu sẽ bị đứng 1 chút,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,HUỲNH QUỐC TUẤN,5,Chất lượng hậu mãi uy tín,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Tuyết Trinh,4,"Mình mua máy về mà kh mở cam đc , máy kêu không tìm thấy cam vậy làm sao mới có đc v ạ",1 tháng
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Trần Hoàng Anh Huy,5,có cái pin hơi yếu,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Phạm Cao Cường,3,máy rất nóng,6 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Anh Kỳ,3,"Nhược điểm : Quá nặng ,cho đứa em luôn không có sử dụng ,pin 3h là hết 
Ưu điểm cấu hình cao",2 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Quan Co Bằng,5,Rất ok,5 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Nguyễn Quang Huy,5,Ngon,2 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,103684 - Trương Công Quyền,5,Máy chạy khá tốt :)) nhân viên đẹp trai nhiệt tình vui tính 😁,1 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,chị Hồng,3,Pin xài được 2h,2 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,de,5,Tôi đã dùng và cảm nhận sp rất tốt và rất hài lòng với giá cả hợp lí nên mua nha mọi,5 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Phạm Huy Sơn,5,Tốt,4 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Đỗ văn biên,5,tốt,4 ngày
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Nguyễn Hoàng Lê,3,Tốt,1 tuần
Laptop MSI Gaming GF63 Thin 12VE i5 12450H/8GB/512GB/6GB RTX4050/144Hz/Win11 (460VN),17490000.0,Trần Phước Sang,5,Tốt,1 tháng
Laptop MSI Gaming GF63 12UC i5 12450H/8GB/512GB/4GB RTX3050/144Hz/Win11 (803VN),15990000.0,Phạm Phước Hậu,5,Rất tốt,1 tuần
Laptop MSI Gaming GF63 12UC i5 12450H/8GB/512GB/4GB RTX3050/144Hz/Win11 (803VN),15990000.0,Ngân,4,Tốt,1 tuần
Laptop MSI Gaming GF63 12UC i5 12450H/8GB/512GB/4GB RTX3050/144Hz/Win11 (803VN),15990000.0,Hoàng Cao Chí,3,Sau hơn nửa tháng sử dụng mình cảm thấy hiệu năng vẫn chưa thực sự tốt nếu không muốn nói là quá bthg. Đơn giản như chơi aoe với bật nhạc mà giật với lag kinh khủng nhưng các tác vụ còn lại thì oke,2 tuần
Laptop MSI Gaming GF63 12UC i5 12450H/8GB/512GB/4GB RTX3050/144Hz/Win11 (803VN),15990000.0,Hưng,5,Tốt,3 tháng
Laptop MSI Gaming GF63 12UC i5 12450H/8GB/512GB/4GB RTX3050/144Hz/Win11 (803VN),15990000.0,Hạnh,5,Tốt,3 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),16173535.108958839,Khánh Hân,4,"Máy chạy khá ổn, nhanh. Nhược điểm phần vỏ dễ bám bẩn khi dùng",1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),16173535.108958839,Phong,5,sản phẩm giá tốt dung rất ổn,5 tháng
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Trần Ngọc,3,Pin có bị lỗi gì k mà xạc đầy dùng đc có 3h,4 ngày
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Minh Hoang,4,hao pin khá nhanh. nếu pin 100% tháo sạc dùng các tác vụ cơ bản có thể được gần 3h còn chơi game chắc chỉ được khoảng 1h.,1 ngày
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Nguyễn Gia Khánh,2,Máy hao pin rất nhanh 100% 1 tiếng đã còn 20% khi chs game 15p và lướt web 45p dùng đc 2 ngày hình nền đang bình thường lại đổi sang màu đen,1 tuần
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Nguyễn Trọng Phú,5,Tốt,1 tháng
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Trịnh Phong,3,Tại sao cổng USB Type C trên máy không hoạt động,1 tháng
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Huy,5,Rất tốt,2 tuần
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Lục Tiến Huy,4,Sao e mua hôm 21/3 mà ko được nhân viên nói nhận được quà là balo miễn phí v,1 ngày
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,A,5,Tốt,1 tuần
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Tạ Hoàng Tùng,5,Tốt,1 tuần
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,HUỲNH LÊ PHƯƠNG UYÊN,4,Tốt,1 tuần
Laptop MSI Gaming GF63 Thin 12UCX i5 12450H/16GB/512GB/4GB RTX2050/144Hz/Win11 (873VN),15490000.0,Phan Văn Tiên,4,Tốt,1 tuần
